Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Lipscomb,14,6,.700,17,13,.567,79.1,75.2,-2.1,-3.1,Reg. Season Champion
2,Jacksonville,14,6,.700,20,13,.606,69.8,67.5,-1.7,-2.3,Reg. Season Champion
3,Belmont,14,6,.700,19,12,.613,73.1,68.5,1.3,-3.4,Reg. Season Champion
4,Campbell,14,6,.700,19,11,.633,68.6,63.3,-3.1,-5.0,Reg. Season Champion
5,East Tennessee State,13,7,.650,20,15,.571,69.3,67.5,-0.8,-1.5,NCAA Tournament; Conf. Tournament Champion
6,Mercer,10,10,.500,16,17,.485,76.2,75.1,-5.0,-1.2,
7,North Florida,8,12,.400,13,18,.419,59.0,65.1,-9.5,-2.1,
8,Kennesaw State,7,13,.350,13,20,.394,66.1,70.1,-10.1,-3.7,
9,South Carolina Upstate-nm,6,14,.300,6,23,.207,60.0,67.8,,,
10,Florida Gulf Coast-nm,5,15,.250,8,21,.276,64.7,71.8,,,
10,Stetson,5,15,.250,7,22,.241,60.1,72.3,-17.6,-2.1,
