Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Central Florida,13,7,.650,24,9,.727,69.8,65.2,-4.9,-7.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Gardner-Webb,13,7,.650,18,12,.600,72.4,68.5,-5.9,-8.1,Reg. Season Champion
3,Belmont,12,8,.600,14,16,.467,70.3,70.0,-7.1,-7.3,
4,Lipscomb,11,9,.550,16,12,.571,69.3,69.1,-12.1,-10.5,
4,Mercer,11,9,.550,16,12,.571,80.1,77.6,-8.5,-9.8,
4,Jacksonville,11,9,.550,16,13,.552,70.7,74.4,-14.0,-9.5,
4,Georgia State,11,9,.550,14,15,.483,70.7,72.3,-8.1,-5.7,
8,Troy,10,10,.500,12,18,.400,74.8,77.5,-10.8,-6.4,
8,Florida Atlantic,10,10,.500,10,17,.370,76.8,78.7,-9.0,-7.1,
10,Stetson,8,12,.400,10,17,.370,66.3,72.4,-13.0,-6.2,
11,Campbell,0,20,.000,2,25,.074,62.3,76.5,-20.8,-6.6,
