Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Mercer,14,4,.778,27,9,.750,78.8,66.9,5.3,-3.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Florida Gulf Coast,14,4,.778,22,13,.629,71.5,66.8,-2.0,-5.8,Reg. Season Champion
3,South Carolina Upstate,11,7,.611,19,15,.559,73.3,67.1,-2.0,-4.6,
4,East Tennessee State,10,8,.556,19,16,.543,76.8,76.1,-5.9,-6.1,
4,Lipscomb,10,8,.556,15,15,.500,75.9,78.5,-8.2,-5.1,
4,North Florida,10,8,.556,16,16,.500,72.4,74.3,-7.5,-3.3,
7,Jacksonville,8,10,.444,12,18,.400,74.4,79.5,-11.9,-4.9,
8,Northern Kentucky,5,13,.278,9,21,.300,68.1,73.7,-10.5,-5.0,
8,Stetson,5,13,.278,7,24,.226,61.8,72.6,-15.8,-5.0,
10,Kennesaw State,3,15,.167,6,25,.194,65.0,74.3,-16.2,-4.1,
