Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,East Tennessee State,16,2,.889,24,10,.706,73.1,67.3,-2.4,-5.4,Reg. Season Champion
2,Belmont,14,4,.778,23,10,.697,72.4,64.5,-0.4,-4.7,NCAA Tournament; Conf. Tournament Champion
3,Lipscomb,11,7,.611,18,13,.581,67.8,65.1,-2.6,-4.6,
3,Jacksonville,11,7,.611,15,14,.517,73.3,75.5,-8.9,-4.0,
5,Kennesaw State-nm,9,9,.500,13,18,.419,67.9,70.0,,,
6,Mercer,8,10,.444,13,17,.433,72.6,77.6,-13.1,-5.8,
7,Campbell,7,11,.389,14,17,.452,78.5,78.9,-10.9,-5.4,
7,Gardner-Webb,7,11,.389,9,21,.300,63.4,72.1,-13.1,-1.0,
9,Stetson,6,12,.333,11,20,.355,66.3,72.4,-13.9,-3.9,
10,North Florida-nm,1,17,.056,3,26,.103,54.9,67.7,,,
