Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Belmont,14,2,.875,25,9,.735,79.8,73.4,-0.1,-3.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Jacksonville,12,4,.750,18,13,.581,72.5,72.9,-8.1,-3.6,
3,East Tennessee State,11,5,.688,19,13,.594,78.6,77.2,-4.2,-1.9,
3,Stetson,11,5,.688,16,16,.500,65.3,68.3,-11.4,-5.7,
5,Gardner-Webb,9,7,.563,16,16,.500,77.0,75.5,-4.0,-3.7,
5,Lipscomb,9,7,.563,15,16,.484,71.5,70.2,-5.0,-4.9,
7,Kennesaw State-nm,7,9,.438,10,20,.333,68.5,74.5,,,
8,Mercer,6,10,.375,11,19,.367,76.2,78.5,-9.8,-5.7,
8,Florida Gulf Coast-nm,6,10,.375,10,21,.323,66.0,73.7,,,
10,Campbell,5,11,.313,10,20,.333,71.5,74.6,-11.9,-6.6,
10,South Carolina Upstate-nm,5,11,.313,7,23,.233,63.2,71.1,,,
12,North Florida-nm,1,15,.063,3,26,.103,59.4,72.8,,,
