Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Austin Peay,15,3,.833,22,9,.710,81.6,73.2,-2.2,-6.7,Reg. Season Champion
1,Central Arkansas,15,3,.833,22,12,.647,80.9,74.7,-1.3,-4.7,Reg. Season Champion
3,Queens (NC),13,5,.722,21,13,.618,84.9,82.9,-3.3,-5.0,NCAA Tournament; Conf. Tournament Champion
4,Lipscomb,12,6,.667,19,13,.594,79.7,75.7,-4.2,-4.8,
5,Florida Gulf Coast,8,10,.444,16,18,.471,77.4,76.4,-6.4,-5.0,
5,West Georgia,8,10,.444,15,17,.469,76.6,79.6,-10.9,-5.8,
7,Bellarmine,7,11,.389,13,19,.406,80.0,81.7,-9.0,-4.6,
7,Jacksonville,7,11,.389,12,20,.375,73.1,73.4,-10.7,-5.1,
7,Stetson,7,11,.389,12,21,.364,73.7,79.7,-12.7,-4.7,
7,Eastern Kentucky,7,11,.389,11,21,.344,80.3,81.8,-10.2,-4.6,
11,North Florida,5,13,.278,7,25,.219,79.6,88.2,-15.4,-3.0,
12,North Alabama,4,14,.222,9,21,.300,69.4,77.6,-15.7,-5.5,
