Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Valparaiso,11,5,.688,18,13,.581,71.5,71.0,-0.1,0.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,IUPUI,10,6,.625,21,11,.656,78.3,72.3,1.4,-2.4,*Overall W-L adjusted to 3-11
3,Centenary (LA),10,6,.625,16,12,.571,70.2,68.0,-2.4,-2.4,
4,Oral Roberts,10,6,.625,17,11,.607,80.9,76.2,-0.1,-1.8,
5,Missouri-Kansas City,9,7,.563,15,14,.517,74.0,70.4,0.1,-3.5,
6,Chicago State,9,7,.563,12,20,.375,65.8,70.9,-6.1,0.1,
7,Southern Utah,6,10,.375,10,18,.357,64.4,69.5,-8.4,-0.6,
8,Oakland,6,10,.375,13,17,.433,74.5,74.0,-1.0,-0.3,
9,Western Illinois,1,15,.063,3,25,.107,65.9,78.7,-13.9,-1.2,
