Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Valparaiso,13,3,.813,24,8,.750,70.9,63.7,3.4,-2.8,Reg. Season Champion
2,Southern Utah,13,3,.813,25,6,.806,72.4,65.0,3.0,-3.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Youngstown State,11,5,.688,19,11,.633,71.1,69.1,-3.7,-4.1,
4,Missouri-Kansas City,9,7,.563,14,16,.467,63.0,60.5,-1.6,-3.5,
5,Oakland,8,8,.500,12,16,.429,74.6,78.6,-6.3,-1.0,
6,IUPUI,6,10,.375,11,18,.379,70.9,69.2,-5.3,-3.4,
7,Oral Roberts,5,11,.313,10,19,.345,71.4,76.6,-10.1,-2.6,
8,Western Illinois,5,11,.313,5,23,.179,69.4,80.4,-12.9,-1.7,
9,Chicago State,2,14,.125,5,23,.179,63.4,75.7,-15.1,-1.3,
