Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Valparaiso,12,2,.857,20,11,.645,70.8,65.8,3.8,-1.1,Reg. Season Champion
2,IUPUI,10,4,.714,20,14,.588,71.3,70.8,-2.4,-1.8,NCAA Tournament; Conf. Tournament Champion
3,Oakland,10,4,.714,17,11,.607,78.8,74.4,-2.4,-5.1,
4,Oral Roberts,9,5,.643,18,10,.643,77.5,70.2,0.1,-5.7,
5,Missouri-Kansas City,7,7,.500,9,20,.310,67.9,75.2,-9.7,-2.3,
6,Southern Utah,5,9,.357,11,17,.393,67.8,70.6,-9.4,-3.6,
7,Western Illinois,3,11,.214,7,21,.250,67.2,75.8,-14.0,-3.0,
8,Chicago State,0,14,.000,3,27,.100,63.2,75.0,-14.2,-2.4,
