Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Oral Roberts,13,3,.813,21,12,.636,74.9,68.1,3.2,-2.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,IUPUI,13,3,.813,19,10,.655,69.8,66.7,-3.0,-5.1,Reg. Season Champion
3,Missouri-Kansas City,11,5,.688,14,14,.500,70.5,74.7,-9.5,-4.9,
4,Valparaiso,8,8,.500,17,12,.586,78.8,73.7,-2.5,-4.1,
5,Southern Utah,8,8,.500,10,20,.333,68.5,70.9,-7.6,-4.1,
6,Chicago State,8,8,.500,11,19,.367,68.7,73.7,-7.2,-2.1,
7,Oakland,6,10,.375,11,18,.379,73.9,77.3,-9.0,-3.7,
8,Western Illinois,3,13,.188,7,21,.250,67.8,73.3,-12.0,-3.1,
9,Centenary (LA),2,14,.125,4,23,.148,66.5,77.5,-15.6,-3.8,
